remaining_months,account_age_months,plan_type,hours_watched_last_month,active_days_last_month,logins_per_week,share_mobile,share_tv,share_laptop,genre_diversity,avg_binge_length,payment_failures_6m,paused,shared_account
2,14,Premium,41.238505410802055,20,2.824482432628205,0.6506905827671289,0.3539126612944528,0,2.4907966308215097,1.8096040181132111,0,0,1
3,15,Premium,46.02171330952014,20,5.499148386887362,0.2627617151243612,0.25346416381653397,0.48377412105910483,2.612832883409813,2.9054080499125217,1,0,0
7,17,Basic,53.381523871943124,7,7.617447458768489,0.14630506695248185,0.5824493430787697,0.27124558996874837,3.1615876545349124,3.098166081510896,0,0,0
7,26,Standard,51.197052709847256,18,6.239037402871328,0.3488259168341756,0.3387576101114973,0.31241647305432707,0.5484960480499814,2.219987005700741,0,0,0
10,26,Standard,45.332311875683835,15,5.019184864729595,0.5008422495331615,0.2435872400179505,0.255570510448888,1.5015042112702348,3.7843542815084827,0,1,1
3,13,Basic,44.45760223867922,11,5.315746782786032,0.3329746735980734,0.4843957841861993,0.1826295422157273,0.07174927758915661,2.1054631851908807,0,0,1
7,27,Basic,78.1202192727608,15,5.130587479110951,0.6513668881496414,0.044179369742050764,0.30445374210830783,3.2705614519926915,2.2853681308575498,0,0,1
3,12,Standard,27.532383233702998,9,2.089195904985132,0.3673129730159417,0.4270876105874777,0.20559941639658064,5.108260791469257,1.6814088249238592,0,0,0
7,19,Basic,44.064111401213744,17,8.170956660896415,0.24267966803163288,0.39655360935721545,0.36076672261115167,1.7222426787128908,1.3448231081207,0,0,0
4,39,Standard,39.289623908775106,13,5.210319216661915,0.07811525100842118,0.6566992826526984,0.2651854663388804,6.4320532363914165,1.2224699780016879,0,0,0
7,19,Standard,47.333430443744085,1,5.760889982031414,0.35254145874641835,0.6357788249151781,0.011679716338403479,4.0106737936761,3.0263464099059867,0,0,0
9,22,Standard,54.32729057326526,8,4.514644632176891,0.31212538611143825,0.30548214712180194,0.3823924667667598,6.18498021577046,3.3577574320632904,0,0,0
5,41,Standard,38.676635871111756,18,6.984885433666902,0.530866181734018,0.6247106437804177,0,1.3164135416248035,1.5845371511511062,0,0,1
12,22,Basic,30.682834219107427,7,3.6412796372603844,0.48418903781566763,0.2468497925903648,0.26896116959396754,7.978783815495744,3.310601809183811,0,0,0
8,26,Premium,19.954356459735173,18,0.9249549506816521,0.0012808272149413824,0.6262229488231241,0.3724962239619345,4.615623195561385,1.0728227549160034,0,0,1
9,3,Basic,37.27949988937007,14,5.765778532908043,0.11491764595266431,0.5950053968699649,0.2900769571773708,4.6632030796082855,0.5165890678164189,0,0,0
6,10,Premium,20.496037851815373,18,8.333390422417324,0.07735424921847879,0.18144105446990577,0.7412046963116155,2.8105202563874108,2.2101870583157153,1,0,0
6,7,Basic,54.298079282337,20,5.1551967101298315,0.3249751605093479,0.504402162740007,0.17062267675064513,5.202307003321497,2.2854268392880437,0,0,0
7,33,Standard,40.69172369703535,11,7.568494510542212,0.3592160274973139,0.3830568259814754,0.25772714652121065,2.6429519378376445,2.206857606656401,0,0,0
8,23,Basic,28.58087974144462,15,5.735087984646673,0.6887027319753543,0.4120941579574719,0,0.28509311975425256,2.5209456589410166,1,0,0
7,1,Premium,34.138711233625536,22,4.40825457425325,0.28010895678307857,0.2778040621895343,0.44208698102738714,5.305473257317802,2.938483344027679,0,0,1
4,35,Standard,35.075652936701346,15,5.40527862101827,0.4665294589940458,0.43104594792239365,0.1024245930835605,6.792188378140718,3.09493250878794,1,1,0
9,5,Standard,58.0280146390418,14,5.38849276737067,0.37356533082202076,0.25165363759733733,0.37478103158064185,3.510624554146628,1.3709226391767122,0,0,0
6,22,Basic,64.68486585367302,18,3.7726430380036353,0.30922760509420183,0.2773435735842213,0.41342882132157693,4.624425958137644,4.526210007909906,0,0,1
3,1,Basic,51.29131774786786,10,6.222306199571515,0.5993497160030529,0.3059527937090024,0.09469749028794472,0.8859214399799549,2.4307795688925027,0,0,0
6,22,Basic,56.193144753713085,4,4.422211551855802,0.043082593567669386,0.049734823266044254,0.9071825831662863,3.435081471812064,1.7926260907735883,2,0,1
7,14,Standard,64.77837086005997,6,5.084560630007226,0.14418331135530024,0.5885013802209869,0.26731530842371287,2.1250021900715135,3.8095213482137944,0,0,1
3,10,Basic,50.661409287797724,10,3.795370027835536,0.26676418180577455,0.3114136977819726,0.42182212041225287,7.269975187347354,2.126507537964955,0,1,0
11,18,Basic,34.06480463964616,15,2.491963804381371,0.17393039935268462,0.4092271333327517,0.4168424673145637,1.9146401491353409,0.38294352691047706,0,0,0
7,2,Standard,21.591423971379,14,2.0413095845241824,0.3800919324625283,0.01757202779408544,0.6023360397433863,3.498239928478659,3.1585095368985368,1,0,1
9,3,Basic,60.96289631232745,18,8.79583542215456,0.5216426909901202,0.0700015826150775,0.40835572639480233,3.591016741261024,1.583462061306517,0,0,0
8,35,Premium,2.6514376175151,11,3.704900797740339,0.33342735196929424,0.3085710370913148,0.3580016109393909,3.4302966867642812,0.801045560864381,0,1,0
8,23,Standard,9.440360433073973,17,6.531789201513337,0.0041697470936924216,0.36134935005102303,0.6344809028552845,6.3865159430051825,3.889879842418053,0,0,0
7,16,Basic,47.71762720985346,18,5.374288178520742,0.6976741220336407,0.002861887286417186,0.29946399067994217,7.203180466648998,1.3098853574989575,0,0,0
7,26,Basic,35.758313606698565,9,4.348235966292853,0.452777535491623,0.22106671025976538,0.3261557542486116,2.25118327798385,2.197587250832202,0,0,1
11,10,Standard,47.564980203003444,22,8.214638254392636,0.07184850226622075,0.1833329594461247,0.7448185382876545,1.162137961014801,2.6816667800584377,0,0,0
4,5,Basic,22.94622014747975,8,6.76014647193646,0.23149781206157058,0.18310301869641987,0.5853991692420095,5.524586687185381,1.9918199077764114,1,0,0
7,25,Premium,33.0631457615992,6,8.100287145464225,0.4657956914044916,0.6590591825079173,0,4.452387871704654,0.7470385013695824,0,1,0
4,19,Standard,48.81496620841111,10,2.0118237870036983,0.32189486895222214,0.6115241492167115,0.06658098183106642,1.8812766739989288,1.4956818944513357,0,0,0
11,17,Basic,34.12227733421713,14,8.484269747016615,0.0515367807354778,0.1794082371983677,0.7690549820661544,3.3638789401913205,2.6130177609761187,1,0,0
4,18,Premium,68.26249637932531,15,2.0649481388638242,0.22951071271672843,0.398549947142601,0.3719393401406706,10.943290263223908,1.6600362159390298,1,0,0
12,8,Standard,66.41553149109316,18,7.605913122769504,0.49177621451672165,0.49078342881985004,0.017440356663428247,0.8574898727908851,2.7373245197716507,0,0,0
12,20,Standard,27.72313283461364,8,8.760451507736347,0.34713871753774583,0.6452035325579345,0.007657749904319666,2.7136977895838443,0.9845211867474251,0,0,1
4,27,Basic,24.365666553715137,10,5.507214609996379,0.03598467935808003,0.3368353584781289,0.627179962163791,2.22964630917569,0.4000840920613953,0,1,0
12,13,Standard,50.50259781858338,17,4.284989757614203,0.4484120931476354,0.6176062161801382,0,7.557907566627306,2.386289807434054,2,0,0
9,13,Basic,20.78665928288911,1,1.4525602854832038,0.24001140564214438,0.6557694346876815,0.10421915967017414,3.626844261900567,1.0769114333309697,1,1,0
6,12,Basic,2.7429166751687406,12,4.687911934752174,0.6664367015007883,0.20769251533783972,0.125870783161372,7.491267517017637,2.366693372653908,1,0,0
6,4,Standard,10.113192082119745,10,7.7345500797387405,0.2012266449863091,0.027731731417588886,0.771041623596102,3.1031697609611824,0.1409795045474973,0,0,1
4,18,Basic,9.422131833170795,13,6.216759205409248,0.5273060868028551,0.19406337048858402,0.2786305427085609,1.4959587650521673,1.7348674602870624,0,0,1
7,21,Standard,79.35457725039367,11,5.3269829305315834,0.4533266653073951,0.008441922976635395,0.5382314117159696,3.0499907351822895,1.9985787512154982,1,0,0
2,25,Basic,34.61004319061982,17,2.07814806903077,0.3150717875920236,0.6918499740306288,0,1.512818672700873,4.09153282136126,1,0,1
12,9,Standard,47.66043913032134,4,3.631095949823674,0.5442869737045839,0.5176030761096626,0,5.178409081317138,0.4089817226215029,0,0,0
5,29,Standard,28.593217492477056,13,3.549657586564963,0.5373556294711306,0.3299927151063457,0.13265165542252372,4.2937155811173575,3.129468755529375,1,0,0
6,15,Basic,14.258287215288776,19,5.882858206041023,0.5853629940887912,0.38418378289788957,0.03045322301331921,2.8066874632297036,1.63784481791258,0,0,0
7,19,Premium,43.465730469826276,18,4.341815274791735,0.6082060815766454,0.09935626604128628,0.29243765238206837,6.440447613328002,2.9580218703749774,0,0,0
3,30,Standard,64.1946961985828,12,5.868559506089318,0.3353399832965806,0.6879272828577085,0,3.2858972547176855,3.218704104322686,1,0,1
8,16,Basic,21.265554969721684,13,7.027893255101719,0.6116065638838335,0.31322238345164805,0.07517105266451846,1.8370720146433581,2.917192161187012,0,0,0
3,23,Basic,56.21072464363767,14,6.574378259976923,0.3951482465490699,0.392860264214687,0.2119914892362431,3.1237227224742807,0.5579393974872906,0,0,0
12,28,Premium,74.55992259511194,8,4.452940861113012,0.47280270890332754,0.5898178172530606,0,4.782250541333917,3.0992463600255595,0,0,1
4,8,Basic,27.113819373750417,1,5.334804184187962,0.30199317599181086,0.25081821472849697,0.4471886092796922,3.731203991528776,2.3496890941692135,0,0,1
7,18,Basic,38.43998602662437,11,7.882427438800724,0.32667077209334816,0.08392054319847375,0.5894086847081781,3.449312997644139,2.046423205683428,1,1,0
9,18,Standard,36.677400942012476,12,4.278515608311067,0.38515690031927075,0.15442789669614285,0.4604152029845864,4.744633626406601,2.3657947078953323,0,0,1
4,6,Standard,42.69270561059069,16,4.712183580258538,0.17964629165362567,0.01302539196331054,0.8073283163830638,1.799817841124038,1.6547538011464273,1,0,0
5,22,Standard,4.699255040550634,17,6.53306723006303,0.5421133971773088,0.2599940575193614,0.19789254530332984,1.7338131492513025,2.6785962202930964,0,0,0
6,12,Standard,66.92015720861335,11,3.362336003137359,0.46210134767461564,0.5807961187325418,0,2.9474214630901177,1.078118357621464,0,0,0
5,25,Standard,16.422530432544285,14,5.768051343387896,0.09565580431371927,0.057067900151014324,0.8472762955352664,5.0770631255309935,1.1107958370357105,0,0,0
9,6,Standard,45.85633822249433,11,5.330583199071302,0.5882704817922786,0.3039100122405216,0.1078195059671998,4.989328676181044,2.3416605941386446,1,0,0
5,1,Basic,47.899271679667095,14,5.1896981738578,0.29839324741624296,0.039904663572087884,0.6617020890116692,7.097221849065605,3.3354832284795046,1,0,0
4,1,Premium,21.98413597225595,10,6.905424632812581,0.662465382204391,0.6001123053953051,0,4.305020813933596,3.6646133892255075,0,0,1
4,27,Basic,66.97803290503343,18,5.958066381170646,0.36066124693024904,0.038607659796252844,0.6007310932734982,4.893582062366406,2.262896141956083,1,0,0
8,25,Standard,8.002145785832466,10,8.358007475568984,0.14444607119075953,0.024521990213543177,0.8310319385956972,3.1808562974815953,2.8954399524484145,0,0,0
7,11,Standard,77.53319655612889,11,4.707721340897918,0.1962822312489152,0.4039455368882045,0.3997722318628803,3.7211194697111902,1.6404441083270203,1,0,1
6,18,Standard,30.336540569967525,15,8.326024833862286,0.3628194314893335,0.18143427786417304,0.45574629064649347,2.3177163802128176,0.49562896006164703,0,1,0
4,3,Standard,44.263958044051556,6,6.022882163114232,0.07139147620182484,0.48351213820278643,0.4450963855953887,1.8473456186507091,2.5423407148621977,1,0,0
9,14,Standard,48.21849482194854,12,2.786611392882104,0.15984116487670688,0.2369846357265487,0.6031741993967444,3.7883347942420924,1.3446433558914714,0,0,0
11,14,Basic,65.9064474353189,18,2.704017679034137,0.49007333607878534,0.05243661419954151,0.4574900497216732,6.12084835788912,2.118394520812039,0,0,0
5,27,Standard,65.22656267727584,9,3.1679721937501455,0.08035067247692496,0.28170188174117355,0.6379474457819014,3.737910681731514,3.310316879437914,0,0,1
5,1,Standard,60.95046650457367,9,3.4877226985329717,0.06934087537229061,0.2725000432459637,0.6581590813817457,8.23495120912287,1.5345701266789464,0,1,0
2,3,Basic,59.29417074731279,11,5.472060081972819,0.42708330363966523,0.6471323917852714,0,3.4226265233997197,2.3276117805533647,0,0,1
3,14,Basic,28.43324179351607,7,6.01456370356389,0.10567835154943167,0.11633407357148826,0.77798757487908,4.672336085573468,1.5612855711286213,0,0,0
6,11,Basic,40.778317448982136,11,4.4518632585176885,0.6342257710872218,0.6857345335185527,0,3.642491155230598,2.452346296591058,1,0,0
3,22,Basic,43.93051170017866,7,1.8627575410109887,0.13196413239929825,0.08606737023219466,0.781968497368507,3.6654805757014692,2.154684848422382,0,0,0
8,23,Standard,62.525069033044005,9,4.1635101321525125,0.5589255057042464,0.2055072424467653,0.23556725184898833,3.5393978279707885,2.074476584892298,1,0,1
5,26,Basic,50.08494085592128,15,2.211209023914236,0.6104820469627157,0.38547934412490575,0.004038608912378561,3.779971836965765,1.7337329408681166,0,0,0
11,25,Standard,23.034763843671143,3,4.903545399215656,0.47838095473125575,0.5085190034471452,0.013100041821599073,5.217533202400058,1.093816895022428,1,0,0
7,17,Standard,79.97576110509117,10,3.2506736118260493,0.2531897814478725,0.2514462102903053,0.4953640082618222,4.93223321671569,1.6122605838660784,0,0,1
6,11,Basic,5.963588901629935,8,2.0360653584747195,0.29799827474635093,0.6215088420547544,0.08049288319889458,3.012925061723309,3.9852653804321396,0,0,0
10,43,Standard,16.466725517845717,5,0.5863903095089986,0.36044880517292766,0.24942949998658148,0.39012169484049086,6.385471909601324,2.7416858464831737,0,0,0
6,6,Basic,27.037321106498723,9,5.259623437403493,0.1097185221966356,0.2150632415898144,0.67521823621355,5.048498742277126,2.683113353129622,1,0,1
3,20,Standard,10.823700771087807,8,5.10155767425265,0.4393826787592843,0.5431410395540297,0.017476281686686024,1.1157844982136353,1.9816821256222057,0,0,1
7,6,Standard,42.83515398260133,13,6.319252085070051,0.49026281456463033,0.3345619962317869,0.17517518920358272,3.3202211921209397,1.161087272712556,1,1,0
10,4,Premium,57.00396924884307,19,2.4532154353239406,0.40783022877294567,0.43789512668736275,0.15427464453969164,4.944493552636307,3.044447478600683,1,0,0
8,16,Premium,44.178907947462335,9,4.716041507485425,0.012190648238174617,0.5372511446708813,0.4505582070909441,4.088337133588232,0.8285780882216378,0,0,0
2,9,Basic,18.653818462080856,13,2.0749072754378717,0.21150894081220029,0.5606806060066446,0.22781045318115511,4.0509046769741275,2.847177231044302,0,0,1
10,12,Premium,53.3885327962453,11,3.8472300206088805,0.31582433977164326,0.25907486006617547,0.42510080016218127,1.8710599402576311,0.14278814966937237,1,0,1
9,18,Premium,37.9306923678872,10,2.9262748026434524,0.4115461222361773,0.40484405867755413,0.1836098190862685,3.8375853246699525,2.2121928712992647,0,0,0
6,17,Standard,61.595584956536136,11,6.400449387967829,0.37418688796460625,0.0763955647824332,0.5494175472529605,4.9631559518188,2.874410679953977,0,0,0
7,10,Basic,30.685859672258687,16,4.512403683455071,0.5600208453601225,0.6614218336530029,0,1.3018825907417888,3.9357237746504814,1,0,1
12,24,Standard,47.76748123655157,16,2.9774480837191697,0.418298678426072,0.05209038488101214,0.5296109366929158,4.746721476252551,0.5813663420407043,0,0,1
10,25,Basic,40.90353290404408,10,5.358867695731122,0.62148740706034,0.5202988978475332,0,1.7150689234102412,0.3882135180285151,1,0,0
7,1,Premium,15.802420332533881,14,8.462615117518588,0.6786766291363164,0.1478170422837138,0.17350632857996975,2.1912899924158986,3.421553271418216,0,0,1
7,23,Basic,25.729371778779807,5,5.887811660519075,0.19372532120905817,0.692538292449899,0.11373638634104288,8.40458992432367,1.699480796831284,0,0,0
6,20,Standard,16.202510449306253,7,6.543378299129754,0.4983020089101046,0.2521902646170929,0.24950772647280245,4.196990802861401,2.6091403507259585,1,0,0
11,10,Standard,7.053082553363428,20,5.619795315041966,0.00431355785112828,0.4944609458558261,0.5012254962930456,2.517380242918985,3.4841035911102405,0,0,0
5,14,Standard,8.60066470125346,15,2.3976592269381576,0.11003634107764809,0.35259306796360756,0.5373705909587443,3.1559717123965556,1.4715214865387223,0,1,0
5,1,Basic,81.04919610780823,8,6.042721464559673,0.05339899635873735,0.17576154859270898,0.7708394550485537,1.533775977269515,1.7961083016167456,1,0,1
12,24,Standard,86.37087514810243,12,5.646308283148895,0.41550526241771873,0.24172878568060693,0.34276595190167436,1.0883820101291475,1.9697686282751679,0,0,0
11,30,Basic,55.284627794005594,24,6.563271320540977,0.5339265004033222,0.5090170033741742,0,9.213645064840609,1.2021370632462638,0,0,0
5,24,Basic,33.749089784256526,19,3.8371447144581285,0.2209673471515998,0.6264491721289231,0.15258348071947703,4.528227472765379,2.3291053728974664,0,1,0
5,34,Standard,54.19806731920041,6,2.9855800747489547,0.14777788582723586,0.11798946182243525,0.7342326523503289,4.544859484369387,3.6243289603562356,0,1,0
5,26,Premium,33.53448640924365,13,2.7037175011064543,0.41996076016221195,0.43547130143269897,0.14456793840508908,2.37276477941487,2.1217056809831565,0,1,0
3,24,Standard,61.03322830083232,1,4.799761549624635,0.5293889582855626,0.05079935453832149,0.41981168717611583,4.2494122858451036,1.453347104877656,0,1,0
5,1,Basic,41.8620980756062,6,6.5355226015387595,0.06114337323233485,0.421789637603797,0.5170669891638682,5.833544178399193,1.4078364008297966,1,0,0
4,42,Basic,28.368975314632024,12,6.8383793568334275,0.5902695570141077,0.3790269837947562,0.03070345919113615,6.125892329763548,1.8134718921440582,0,0,0
6,23,Basic,12.282766722747255,1,8.759542064049734,0.5524958692258224,0.03228227293584496,0.41522185783833265,0.2523168399563165,1.6110981751306142,0,0,1
5,28,Standard,47.914479293941184,9,3.896121930229459,0.057181873731315135,0.5294758389703929,0.41334228729829203,2.963608086903146,2.371053280211813,0,0,1
9,26,Standard,35.622340819477564,12,1.4444183434156397,0.14513692511245607,0.0630291603738442,0.7918339145136997,5.239505877617095,0.7549150979724255,1,0,1
10,5,Standard,48.44347378267876,12,3.8502230247727343,0.5627954306546599,0.32865529551636424,0.10854927382897589,4.233354443416575,1.4232169494005005,0,0,0
9,34,Standard,30.20967471826429,10,8.471784885108288,0.41123634746763854,0.2953929422656074,0.293370710266754,4.013836150466339,2.745579049116575,0,0,0
12,38,Basic,48.81733178340705,11,5.116751749116772,0.6355594766559078,0.20044611280318347,0.16399441054090869,2.385355492407712,1.8120193608796942,1,0,0
9,18,Standard,72.1252913048261,15,1.0431123598764471,0.28991378215141594,0.4190817527938634,0.29100446505472066,1.5944383340046095,1.0799860298916717,0,0,0
4,23,Standard,25.69820290725322,18,4.768926179791724,0.35079164686612785,0.07003284979145974,0.5791755033424124,3.6846347992264965,2.4623437905799044,0,0,1
8,10,Basic,36.846961403405416,1,2.275558794449651,0.09542092490009962,0.5470690021989867,0.35751007290091363,6.640333287519516,0.6536354752317339,1,0,0
6,18,Standard,20.65287468125101,19,1.943609544136546,0.34390582237392664,0.4527872764039784,0.20330690122209494,6.287140232131989,0.8796665354842175,0,0,0
8,12,Premium,67.10225537709991,14,7.247478746685208,0.6135512940818444,0.395853548287414,0,5.948906440528858,1.057686025422406,1,0,0
3,3,Standard,5.649375596059212,13,4.070116833412122,0.4968961626989767,0.5273785793222486,0,2.8584059575227676,2.4779422115638887,0,0,0
12,14,Basic,64.9311820225088,15,7.246448770668566,0.22675945886876434,0.04798326389864087,0.7252572772325948,4.780269154406849,2.5495213552674363,0,1,0
9,17,Basic,18.87712023466209,14,2.828877309733323,0.4238389565842226,0.33017128198407586,0.24598976143170148,2.264669658565456,1.4900935253316985,0,0,0
4,18,Basic,37.585043479685204,12,2.4873355195116043,0.5696807116037235,0.45101436956319957,0,1.6531294751765175,2.3338334860967525,1,0,0
5,1,Standard,33.52570684848145,17,7.989672076227686,0.3873505115043372,0.11222831185441463,0.5004211766412482,4.491760513633174,2.9987603669122476,0,0,0
7,24,Standard,29.305402291799677,10,5.754589067949916,0.1832295363070443,0.6381464988226071,0.1786239648703486,4.327679023572244,3.70867193416539,0,0,0
8,27,Premium,61.16830413051778,16,3.6552065714770308,0.3296208773273974,0.4608785392483696,0.209500583424233,3.264799718027597,0.9216444491088209,2,1,0
12,25,Basic,55.30213082149216,15,8.044201428294263,0.41103347842581567,0.09483242039568722,0.49413410117849715,1.607200629949102,3.142344973986533,1,1,0
6,23,Premium,52.418155883486094,16,2.965426238396798,0.6144894193857908,0.2131209810497239,0.17238959956448527,2.9563784854667055,1.3565605506368317,0,0,0
9,12,Premium,14.26026043695332,9,6.7047988851933775,0.10802094065584242,0.5383840968599543,0.3535949624842033,5.759266981765798,4.030499701725738,0,0,1
0,16,Standard,43.590997553957834,12,7.290873524115172,0.3591919399797916,0.4162736708996817,0.2245343891205267,5.803649744711748,1.387716905768717,0,1,0
6,13,Premium,1.0887815307904525,16,6.008854902723357,0.38557703846599906,0.582234781095758,0.0321881804382429,3.083991987833606,1.018200879874687,0,0,0
2,25,Basic,30.789829308863588,8,6.809006733804331,0.49409906982909885,0.6759564563399181,0,6.002043687284356,2.4840566291573163,1,0,1
3,25,Premium,72.72409990859694,5,3.956524282983107,0.2972723892657086,0.6025639253435656,0.10016368539072584,2.4611878086732055,1.833743269238482,0,0,0
4,20,Standard,31.37400280789241,18,3.796732895850794,0.45964852035976944,0.3475024950690567,0.19284898457117383,3.7057751145828006,2.4320429927573946,0,0,1
5,16,Basic,44.398597878464564,7,3.604769723376764,0.5872150944313034,0.5530620369594543,0,3.4601326998147117,2.3694769226932104,0,0,0
8,21,Basic,33.74422438730522,3,4.829625805958447,0.36477799310814585,0.1362125195097178,0.49900948738213635,3.0901725609448616,2.047124588490942,0,0,1
7,9,Standard,14.10016136868483,17,7.558990432137271,0.05181932505220174,0.2948836679337546,0.6532970070140436,0.773059035197412,2.038512553016201,1,1,0
6,28,Standard,14.76190972135235,11,5.345897566148653,0.22658730938564983,0.36647866575513033,0.4069340248592198,5.585083311021334,2.935048164443308,0,1,0
4,11,Standard,4.466194172628071,17,3.052843796340338,0.3756200218340382,0.5418087088968604,0.08257126926910141,4.552430998214346,1.5356842042024608,0,0,1
2,25,Premium,27.878698073955047,12,7.659620104332151,0.5393401256762445,0.6126122533110901,0,2.6032120698654837,3.6713991484002273,0,0,1
11,29,Basic,22.51558311773552,14,2.1887074316036257,0.16325060040690004,0.5722107477951794,0.26453865179792047,9.336114306660088,2.2626707846931433,0,1,1
9,31,Standard,44.02076742304823,11,6.997591078862128,0.14768029872793703,0.695418943464756,0.15690075780730695,3.094856850067739,1.9615757201372346,0,0,0
4,26,Standard,25.209242814993704,15,5.63028683087379,0.5277868545381352,0.39084841988515107,0.0813647255767137,4.63076178445316,3.188142085940502,0,0,0
5,28,Basic,27.14898096767125,15,3.202581033662713,0.3651279582874849,0.07063600844703614,0.564236033265479,4.02573270462332,2.2206392878648273,0,1,1
0,32,Standard,63.370773136526786,5,4.275027862397112,0.6385835427092388,0.0031848286744207144,0.3582316286163405,0.3267788484885821,3.322090824732749,0,0,0
5,22,Standard,29.984850824013513,13,3.281243106431067,0.03387813221197575,0.2716629367787391,0.6944589310092851,0.3718714386092934,0.5225169937918706,0,0,0
12,14,Basic,66.12211212005134,1,3.087112304186996,0.38342652234714475,0.6512297870125621,0,0.6709936594264612,1.5294896749755664,0,0,1
7,9,Standard,54.294704727651784,14,2.115434480758293,0.3408082055626437,0.048080568388104435,0.6111112260492518,5.490551744398552,2.0575349410180426,0,0,1
4,20,Standard,4.282084276294138,7,4.4221598986640895,0.38170627057552337,0.01328441349323839,0.6050093159312382,4.575024285721413,2.288211915334934,0,0,0
8,31,Standard,46.2177813044864,5,5.13101905138838,0.23888891132082787,0.6126292853616178,0.14848180331755434,3.6548865220147837,0.015595166127119864,0,0,1
4,12,Standard,26.63288915111875,16,4.710052100833283,0.6668386840028688,0.4777150361565873,0,1.9254834017274027,0.7970868373269913,0,0,0
4,10,Basic,36.245126482048434,12,8.909869164759689,0.5840133812045678,0.56598042442929,0,6.506482721368176,2.1678763036397326,0,0,0
6,25,Standard,60.110249412580586,12,5.5521356827474655,0.33351681379135695,0.3893917169421911,0.277091469266452,2.3362700700452317,1.9269302971869504,0,0,0
-0,14,Basic,50.22414457711544,11,4.415197110944353,0.5073575601447373,0.5694065321469679,0,0.030773559947995466,0.538590784627162,0,1,0
10,25,Standard,1.525570739379667,20,4.462962958694879,0.26473753240425135,0.6296038231579586,0.10565864443779005,5.905456819897676,1.8535659331655951,2,0,0
6,17,Premium,48.94720611174713,15,6.436505336309731,0.2830153111135587,0.29005188937298954,0.42693279951345176,5.6769568947889875,1.0289872408423495,0,0,1
8,15,Basic,51.855629917698835,8,7.770854854336299,0.5669035534840077,0.3404490501852706,0.09264739633072172,6.653903121352359,1.6154954584123389,0,0,0
